industry,size,region,revenue,age,ownership,campaign,lead
Government,50,West,792952,1-3,Independent,4,Low
Education,1000+,West,528635,4-10,Corporation,12,Low
Defense,100,East,726873,1-3,Corporation,4,Low
Education,1000+,East,572688,1-3,Close,11,High
Government,500,West,594714,4-10,Corporation,7,Low
Education,1000+,West,792952,4-10,Close,5,Low
Manufacturing,50,South,859032,1-3,Independent,6,Low
Defense,50,East,462555,1-3,Corporation,3,Low
Education,100,East,506608,1-3,Corporation,5,Low
Defense,10,South,550661,10+,Corporation,7,Low
Healthcare,10,East,440529,4-10,Independent,12,Low
Government,500,South,682820,10+,Independent,1,Low
Defense,500,West,1079296,10+,Corporation,12,Low
Education,100,East,726873,1-3,Independent,7,Low
Healthcare,100,North,682820,4-10,Independent,6,Low
Legal,50,North,1013217,10+,Close,13,High
Education,100,East,484582,4-10,Corporation,7,Low
Education,50,South,660793,4-10,Independent,11,Low
Healthcare,10,East,1035243,4-10,Close,4,Low
Manufacturing,100,South,726873,4-10,Independent,7,High
Defense,100,South,837005,4-10,Independent,9,High
Manufacturing,100,North,594714,1-3,Corporation,1,Low
Government,50,South,440529,10+,Close,10,Low
Legal,1000+,West,572688,4-10,Independent,4,Low
Healthcare,50,South,969164,1-3,Independent,4,Low
Manufacturing,1000+,East,881058,10+,Corporation,12,Low
Legal,10,South,903085,4-10,Independent,10,Low
Defense,50,North,484582,10+,Close,11,Low
Manufacturing,10,East,881058,4-10,Close,10,Low
Defense,500,West,1013217,10+,Independent,14,Low
Healthcare,100,West,594714,1-3,Corporation,9,Low
Healthcare,1000+,East,726873,4-10,Corporation,10,Low
Manufacturing,1000+,East,1035243,10+,Corporation,11,Low
Legal,500,South,484582,4-10,Close,10,Low
Legal,100,East,1013217,10+,Independent,8,Low
Government,500,East,726873,1-3,Corporation,11,Low
Healthcare,10,West,925111,1-3,Close,12,Low
Manufacturing,50,North,991190,1-3,Independent,5,Low
Manufacturing,100,East,484582,1-3,Corporation,8,Low
Legal,100,South,1035243,4-10,Close,10,Low
Healthcare,1000+,South,925111,10+,Corporation,11,Low
Government,10,South,660793,10+,Independent,10,Low
Healthcare,500,North,969164,4-10,Independent,7,High
Government,500,East,837005,4-10,Corporation,1,Low
Manufacturing,500,East,660793,1-3,Corporation,8,Low
Manufacturing,1000+,West,726873,4-10,Corporation,2,Low
Legal,50,North,814979,4-10,Corporation,10,High
Defense,500,West,748899,10+,Close,1,Low
Defense,100,East,925111,10+,Close,8,Low
Defense,10,West,969164,4-10,Close,11,Low
Manufacturing,500,South,748899,1-3,Corporation,4,Low
Defense,10,West,1057270,10+,Corporation,2,High
Healthcare,100,East,616741,4-10,Corporation,8,High
Government,500,South,1079296,1-3,Independent,10,Low
Healthcare,10,North,726873,1-3,Corporation,14,Low
Manufacturing,100,West,594714,4-10,Independent,9,Low
Healthcare,100,East,1035243,10+,Independent,10,Low
Government,1000+,East,814979,1-3,Close,13,High
Defense,1000+,North,660793,1-3,Close,5,High
Legal,100,North,726873,1-3,Close,9,Low
Defense,50,North,748899,4-10,Close,13,Low
Defense,500,North,881058,1-3,Corporation,7,Low
Education,1000+,South,704846,1-3,Independent,12,Low
Government,1000+,South,748899,1-3,Close,2,Low
Manufacturing,50,South,594714,1-3,Close,12,Low
Education,100,West,616741,1-3,Corporation,4,High
Education,50,West,925111,10+,Corporation,5,Low
Education,10,North,704846,1-3,Corporation,12,Low
Manufacturing,10,South,682820,10+,Independent,7,Low
Government,1000+,West,814979,1-3,Close,11,Low
Education,100,South,704846,1-3,Independent,10,Low
Manufacturing,10,South,638767,10+,Close,8,High
Defense,1000+,South,991190,4-10,Close,6,Low
Government,50,South,925111,1-3,Independent,7,Low
Education,50,North,550661,1-3,Close,8,Low
Government,1000+,West,572688,1-3,Close,10,Low
Healthcare,100,South,903085,10+,Independent,11,Low
Government,100,East,770926,10+,Corporation,4,High
Education,500,West,572688,10+,Corporation,11,Low
Legal,10,West,682820,4-10,Corporation,2,Low
Government,50,West,881058,10+,Corporation,2,Low
Defense,50,East,903085,10+,Independent,7,Low
Defense,10,West,660793,4-10,Close,4,High
Manufacturing,10,West,506608,4-10,Independent,1,Low
Defense,10,West,1035243,4-10,Independent,9,Low
Manufacturing,100,South,638767,1-3,Corporation,4,Low
Legal,50,West,550661,4-10,Corporation,14,Low
Government,50,West,837005,4-10,Independent,11,Low
Government,500,East,859032,10+,Close,5,Low
Government,100,North,991190,10+,Corporation,14,Low
Legal,500,West,903085,4-10,Independent,4,Low
Education,10,West,770926,4-10,Independent,3,Low
Education,500,South,947138,1-3,Close,4,Low
Education,500,East,1079296,1-3,Close,3,Low
Government,1000+,South,550661,10+,Independent,11,Low
Legal,50,North,550661,4-10,Close,1,Low
Education,500,North,660793,10+,Close,9,Low
Defense,1000+,West,969164,1-3,Independent,13,Low
Legal,1000+,North,682820,10+,Independent,14,Low
Defense,1000+,North,925111,4-10,Close,11,Low
Healthcare,500,South,550661,1-3,Corporation,3,Low
Government,50,North,440529,10+,Independent,11,Low
Legal,10,West,660793,4-10,Close,3,Low
Legal,500,West,616741,1-3,Independent,1,Low
Manufacturing,500,East,1035243,4-10,Corporation,11,Low
Legal,500,East,440529,10+,Close,1,Low
Defense,500,South,528635,4-10,Corporation,5,Low
Healthcare,1000+,East,660793,4-10,Corporation,1,Low
Government,50,West,484582,10+,Independent,9,Low
Defense,500,South,1057270,10+,Independent,8,High
Education,100,North,903085,10+,Close,9,Low
Defense,10,West,682820,4-10,Independent,3,Low
Manufacturing,10,West,616741,1-3,Close,11,Low
Manufacturing,1000+,South,660793,1-3,Corporation,12,Low
Manufacturing,500,South,837005,1-3,Close,11,Low
Legal,500,North,925111,1-3,Close,11,High
Legal,50,South,947138,4-10,Independent,2,High
Defense,1000+,North,859032,10+,Independent,7,Low
Manufacturing,1000+,East,991190,10+,Independent,10,High
Government,10,South,969164,4-10,Corporation,9,High
Education,10,West,925111,10+,Close,9,Low
Manufacturing,500,North,1079296,10+,Close,7,High
Education,10,North,1079296,10+,Independent,7,Low
Manufacturing,500,East,1079296,4-10,Close,11,Low
Legal,1000+,East,859032,1-3,Independent,5,Low
Legal,1000+,South,1057270,4-10,Independent,9,Low
Education,500,East,770926,10+,Corporation,12,High
Legal,100,East,1035243,4-10,Independent,10,High
Education,500,West,440529,10+,Close,13,Low
Government,1000+,East,550661,10+,Close,11,Low
Defense,1000+,North,594714,1-3,Independent,12,Low
Defense,500,West,1057270,10+,Close,13,Low
Education,1000+,South,925111,4-10,Independent,6,Low
Healthcare,50,West,506608,10+,Close,6,Low
Government,10,East,969164,1-3,Close,13,Low
Healthcare,100,South,814979,4-10,Close,12,Low
Government,500,East,925111,1-3,Corporation,1,Low
Legal,500,North,704846,4-10,Corporation,13,Low
Government,10,East,506608,1-3,Corporation,2,Low
Legal,50,South,1035243,4-10,Corporation,3,Low
Manufacturing,100,East,1013217,1-3,Independent,13,Low
Government,50,East,550661,4-10,Corporation,8,Low
Legal,500,West,925111,4-10,Corporation,2,Low
Education,1000+,West,682820,4-10,Independent,1,Low
Legal,500,West,770926,4-10,Close,2,Low
Legal,10,North,1013217,4-10,Corporation,11,Low
Manufacturing,10,South,881058,1-3,Close,2,Low
Defense,10,West,572688,4-10,Close,10,High
Healthcare,1000+,South,682820,10+,Independent,11,Low
Education,50,East,859032,4-10,Independent,6,Low
Legal,50,South,1079296,1-3,Independent,5,Low
Manufacturing,500,West,506608,1-3,Close,2,Low
Manufacturing,100,East,638767,4-10,Close,14,High
Legal,50,North,969164,4-10,Corporation,10,High
Education,100,North,616741,10+,Independent,2,Low
Government,50,East,748899,1-3,Corporation,2,Low
Education,10,East,792952,4-10,Corporation,1,Low
Legal,500,East,1013217,10+,Close,13,Low
Education,1000+,North,792952,4-10,Close,12,Low
Manufacturing,50,East,682820,4-10,Close,14,Low
Defense,100,East,991190,10+,Corporation,10,Low
Education,10,East,925111,4-10,Independent,1,Low
Government,500,South,638767,10+,Corporation,10,Low
Defense,500,East,859032,1-3,Independent,8,Low
Defense,100,East,770926,1-3,Close,8,Low
Government,100,East,638767,10+,Independent,11,Low
Healthcare,100,West,660793,4-10,Corporation,3,Low
Defense,1000+,North,925111,10+,Close,5,Low
Healthcare,100,West,704846,10+,Corporation,13,Low
Healthcare,500,South,726873,4-10,Independent,9,Low
Defense,10,West,594714,1-3,Corporation,8,High
Healthcare,100,East,616741,1-3,Independent,3,Low
Manufacturing,100,West,550661,4-10,Close,7,Low
Education,10,North,1057270,4-10,Corporation,13,Low
Education,1000+,East,814979,1-3,Independent,4,Low
Government,500,South,748899,4-10,Independent,2,Low
Education,500,West,1035243,10+,Corporation,14,Low
Government,1000+,North,1079296,4-10,Independent,12,Low
Legal,500,North,638767,10+,Corporation,10,Low
Legal,10,North,506608,4-10,Independent,12,Low
Government,1000+,North,528635,1-3,Corporation,4,Low
Manufacturing,1000+,South,991190,4-10,Corporation,7,Low
Healthcare,1000+,South,440529,10+,Independent,1,Low
Defense,10,South,550661,1-3,Independent,14,High
Manufacturing,100,East,572688,1-3,Independent,11,Low
Legal,10,East,881058,10+,Close,8,Low
Education,50,West,770926,1-3,Corporation,13,Low
Education,100,North,660793,4-10,Independent,3,Low
Government,50,East,770926,10+,Independent,11,Low
Education,1000+,North,903085,4-10,Independent,9,Low
Healthcare,10,West,528635,1-3,Corporation,8,Low
Government,500,North,440529,1-3,Corporation,8,Low
Manufacturing,1000+,East,837005,4-10,Corporation,13,Low
Government,500,North,550661,4-10,Independent,2,Low
Education,50,South,792952,4-10,Independent,3,High
Education,10,East,881058,10+,Close,7,Low
Manufacturing,10,West,704846,4-10,Independent,2,Low
Defense,500,East,462555,1-3,Corporation,6,High
Defense,50,South,969164,10+,Corporation,12,High
Government,1000+,South,837005,4-10,Close,9,Low
Manufacturing,100,South,814979,1-3,Close,6,Low
Defense,10,West,616741,4-10,Close,8,Low
Education,1000+,East,770926,4-10,Close,5,Low
Manufacturing,1000+,West,528635,1-3,Close,3,Low
Legal,500,West,638767,10+,Corporation,1,Low
Healthcare,1000+,East,660793,10+,Close,2,Low
Legal,50,East,1035243,1-3,Close,8,Low
Manufacturing,10,South,881058,10+,Independent,14,Low
Healthcare,500,North,1057270,4-10,Corporation,6,Low
Legal,500,North,660793,4-10,Independent,13,Low
Healthcare,500,East,991190,1-3,Close,10,Low
Government,1000+,North,616741,10+,Corporation,7,High
Legal,50,East,550661,10+,Independent,5,High
Legal,100,North,770926,1-3,Corporation,11,Low
Manufacturing,10,East,881058,10+,Corporation,1,Low
Defense,100,East,1079296,10+,Corporation,2,High
Government,500,South,440529,1-3,Independent,7,Low
Manufacturing,10,East,528635,1-3,Close,9,High
Government,1000+,East,660793,1-3,Independent,2,Low
Defense,50,South,1035243,4-10,Corporation,4,Low
Healthcare,50,West,881058,10+,Corporation,4,High
Education,50,West,550661,10+,Corporation,5,Low
Education,100,West,440529,4-10,Corporation,5,Low
Healthcare,1000+,East,594714,10+,Close,12,Low
Healthcare,100,North,572688,10+,Independent,10,Low
Education,10,South,638767,10+,Corporation,13,Low
Manufacturing,1000+,South,1035243,1-3,Close,12,Low
Manufacturing,100,North,704846,4-10,Close,7,Low
Healthcare,50,East,903085,4-10,Close,1,High
Healthcare,10,West,572688,4-10,Corporation,13,Low
Legal,10,West,1057270,10+,Corporation,3,Low
Manufacturing,50,West,726873,4-10,Close,12,Low
Education,500,North,440529,4-10,Close,6,Low
Healthcare,100,East,638767,1-3,Close,14,Low
Manufacturing,500,South,572688,4-10,Independent,9,Low
Education,1000+,South,528635,1-3,Corporation,5,Low
Education,1000+,South,440529,10+,Independent,5,Low
Healthcare,10,East,528635,10+,Corporation,12,High
Healthcare,50,East,1013217,1-3,Independent,9,Low
Defense,100,North,1057270,4-10,Corporation,13,Low
Manufacturing,50,North,881058,1-3,Corporation,2,Low
Healthcare,50,East,440529,10+,Independent,10,Low
Manufacturing,50,South,528635,10+,Independent,1,High
Education,500,West,440529,10+,Independent,1,Low
Legal,100,South,616741,1-3,Independent,10,Low
Defense,500,West,572688,1-3,Corporation,13,Low
Healthcare,50,West,616741,4-10,Corporation,8,High
Manufacturing,10,North,440529,10+,Close,1,Low
Manufacturing,100,North,726873,4-10,Corporation,6,High
Healthcare,10,North,660793,10+,Close,13,Low
Government,50,South,748899,10+,Close,7,Low
Manufacturing,50,East,748899,4-10,Close,2,Low
Legal,1000+,South,814979,10+,Corporation,11,Low
Healthcare,1000+,North,969164,10+,Corporation,13,Low
Education,1000+,West,903085,1-3,Independent,3,Low
Defense,100,South,682820,4-10,Corporation,3,Low
Legal,500,South,704846,10+,Independent,13,Low
Defense,10,South,748899,1-3,Close,3,High
Healthcare,100,West,462555,10+,Corporation,5,Low
Government,1000+,North,969164,1-3,Corporation,8,High
Manufacturing,10,East,1035243,10+,Independent,13,High
Defense,1000+,East,881058,1-3,Close,12,High
Government,50,West,770926,10+,Corporation,14,Low
Defense,10,South,947138,10+,Close,7,High
Education,100,East,881058,4-10,Corporation,7,High
Manufacturing,50,South,925111,10+,Independent,2,Low
Defense,500,East,616741,10+,Corporation,2,High
Manufacturing,500,West,594714,4-10,Corporation,8,Low
Defense,100,East,462555,1-3,Close,10,Low
Healthcare,500,East,462555,4-10,Independent,7,Low
Education,10,South,550661,10+,Corporation,7,Low
Manufacturing,50,East,440529,10+,Close,5,Low
Manufacturing,500,East,638767,4-10,Independent,8,Low
Healthcare,10,South,947138,4-10,Close,14,Low
Education,10,West,925111,1-3,Corporation,7,Low
Education,500,East,572688,10+,Independent,5,Low
Manufacturing,10,South,969164,10+,Independent,8,Low
Legal,1000+,West,484582,10+,Close,14,Low
Healthcare,1000+,North,947138,1-3,Independent,10,Low
Manufacturing,1000+,South,638767,4-10,Independent,4,Low
Healthcare,1000+,North,704846,4-10,Corporation,2,Low
Healthcare,100,North,484582,10+,Corporation,9,Low
Government,500,North,1035243,4-10,Independent,1,Low
Education,50,South,792952,4-10,Close,10,Low
Manufacturing,1000+,South,484582,10+,Corporation,8,Low
Government,1000+,North,947138,4-10,Corporation,13,Low
Healthcare,10,South,682820,4-10,Independent,11,High
Healthcare,100,West,748899,1-3,Close,14,Low
Legal,1000+,North,748899,1-3,Corporation,11,Low
Government,1000+,South,792952,10+,Independent,2,Low
Education,10,South,1079296,4-10,Close,11,Low
Healthcare,1000+,North,528635,10+,Close,4,High
Government,100,North,1035243,4-10,Independent,13,Low
Education,50,North,506608,4-10,Independent,11,Low
Education,50,North,991190,1-3,Close,1,Low
Legal,50,East,814979,4-10,Close,6,Low
Education,50,West,572688,1-3,Corporation,10,Low
Healthcare,100,North,748899,4-10,Close,4,Low
Healthcare,100,North,506608,10+,Corporation,5,Low
Manufacturing,50,North,506608,4-10,Corporation,4,High
Legal,500,East,462555,10+,Independent,14,Low
Legal,500,East,947138,1-3,Close,14,High
Manufacturing,1000+,West,881058,10+,Close,1,Low
Legal,1000+,South,814979,1-3,Independent,14,Low
Government,100,West,682820,10+,Independent,13,Low
Healthcare,50,West,506608,4-10,Independent,1,Low
Healthcare,100,North,859032,4-10,Independent,13,Low
Healthcare,50,East,770926,10+,Corporation,9,Low
Healthcare,10,East,506608,1-3,Corporation,8,Low
Healthcare,1000+,North,991190,1-3,Close,4,Low
Healthcare,100,East,550661,1-3,Corporation,13,Low
Manufacturing,1000+,West,925111,1-3,Close,3,High
Healthcare,500,North,484582,4-10,Independent,7,Low
Government,100,North,1057270,1-3,Close,12,Low
Legal,1000+,North,991190,10+,Corporation,7,Low
Government,50,South,969164,4-10,Close,4,Low
Healthcare,100,South,969164,4-10,Independent,2,Low
Defense,1000+,North,969164,4-10,Corporation,2,Low
Legal,50,East,770926,10+,Corporation,7,Low
Education,500,West,748899,10+,Independent,12,Low
Healthcare,100,West,638767,10+,Corporation,3,Low
Manufacturing,500,South,660793,4-10,Independent,9,Low
Manufacturing,10,East,660793,1-3,Corporation,10,Low
Manufacturing,1000+,East,440529,4-10,Close,4,Low
Government,50,West,638767,4-10,Independent,13,Low
Healthcare,500,East,616741,1-3,Close,9,Low
Legal,1000+,South,1079296,1-3,Close,1,Low
Manufacturing,1000+,South,660793,1-3,Close,11,Low
Legal,1000+,East,1057270,4-10,Corporation,3,Low
Defense,1000+,South,881058,1-3,Independent,8,High
Defense,1000+,East,638767,4-10,Corporation,14,High
Manufacturing,100,North,748899,4-10,Close,13,Low
Education,50,West,506608,4-10,Close,8,Low
Manufacturing,500,West,440529,10+,Corporation,13,Low
Legal,50,North,462555,4-10,Close,1,High
Healthcare,10,North,837005,10+,Corporation,5,Low
Defense,50,West,947138,1-3,Close,5,Low
Government,500,East,550661,1-3,Close,13,Low
Defense,10,South,682820,10+,Independent,2,Low
Healthcare,10,East,748899,10+,Close,2,Low
Manufacturing,10,East,991190,4-10,Corporation,1,Low
Healthcare,1000+,East,792952,4-10,Independent,11,Low
Government,1000+,North,484582,1-3,Close,11,Low
Healthcare,1000+,East,572688,1-3,Corporation,2,Low
Healthcare,1000+,North,1035243,10+,Close,1,High
Government,50,West,814979,10+,Close,11,High
Government,50,East,726873,10+,Corporation,12,Low
Healthcare,10,South,638767,4-10,Close,14,Low
Legal,500,South,748899,4-10,Corporation,3,Low
Healthcare,50,West,704846,10+,Corporation,5,High
Healthcare,10,East,991190,4-10,Corporation,10,Low
Defense,1000+,East,572688,1-3,Corporation,1,Low
Defense,100,East,1013217,4-10,Corporation,13,Low
Healthcare,10,East,1035243,10+,Close,1,Low
Government,1000+,West,1057270,4-10,Independent,12,Low
Education,1000+,West,903085,1-3,Close,6,Low
Defense,10,South,1035243,1-3,Close,4,High
Manufacturing,50,East,814979,10+,Independent,1,Low
Government,1000+,East,770926,10+,Close,2,Low
Government,50,East,814979,1-3,Independent,5,Low
Government,1000+,East,726873,10+,Independent,11,High
Education,10,East,506608,10+,Close,1,High
Defense,100,North,506608,4-10,Independent,3,Low
Manufacturing,10,West,859032,1-3,Corporation,2,Low
Legal,100,South,660793,10+,Independent,2,Low
Healthcare,1000+,West,726873,1-3,Independent,5,Low
Defense,100,East,792952,1-3,Corporation,13,Low
Education,1000+,South,1013217,4-10,Close,6,Low
Healthcare,10,East,881058,10+,Close,8,Low
Healthcare,100,West,1057270,10+,Independent,13,Low
Education,1000+,North,528635,4-10,Independent,11,Low
Healthcare,50,South,1079296,10+,Corporation,1,Low
Healthcare,10,East,1057270,10+,Independent,1,High
Education,100,East,638767,1-3,Corporation,12,Low
Defense,100,North,462555,10+,Corporation,13,Low
Government,500,North,506608,4-10,Independent,4,Low
